handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
1.01-30-0276,Product,Bottom End - 1162 PI V1.1,,,1.01- Long Block - 1162 PI V1.1,30-0276,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-91-0004,Product,Small End Bearing,,,1.01- Long Block - 1162 PI V1.1,91-0004,,27.94,,,,,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0269,Product,Cylinder - 1162 PI V2 - Sleeve Assy,,,1.01- Long Block - 1162 PI V1.1,30-0269,,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0284,Product,Piston Kit - Ø95mm Ported,,,1.01- Long Block - 1162 PI V1.1,30-0284,,391.13,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0219,Product,Base Gasket 1200,,,1.01- Long Block - 1162 PI V1.1,30-0219,,57.95,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-92-0016,Product,1/8 BSPT to 3/8 Hose Barb,,,1.01- Long Block - 1162 PI V1.1,92-0016,,23.39,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0104,Product,Anode,,,1.01- Long Block - 1162 PI V1.1,30-0104,,21.49,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0271,Product,Cylinder Head V3,,,1.01- Long Block - 1162 PI V1.1,30-0271,,0,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0283,Product,Cylinder Head O-Ring - V2,,,1.01- Long Block - 1162 PI V1.1,30-0283,,0,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0226,Product,Engine Dome 1200 V2,,,1.01- Long Block - 1162 PI V1.1,30-0226,,143.00,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-91-3022,Product,OR-BS-022-FKM O-Ring,,,1.01- Long Block - 1162 PI V1.1,91-3022,,5.41,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-91-3016,Product,OR-BS-045-FKM O-Ring,,,1.01- Long Block - 1162 PI V1.1,91-3016,,5.41,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-01/03/92,Product,Water Elbow,,,1.01- Long Block - 1162 PI V1.1,92-0003,,45.66,,,,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0463,Product,Sensor - CLT-Head Temperature Sensor,,,1.01- Long Block - 1162 PI V1.1,70-0463,,6.25,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-50-0046,Product,Exhaust Manifold Assembly,,,1.01- Long Block - 1162 PI V1.1,50-0046,,0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0064,Product,Cylinder Exhaust Gasket,,,1.01- Long Block - 1162 PI V1.1,30-0064,,28.82,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-50-0034,Product,Centre Section Assembly,,,1.01- Long Block - 1162 PI V1.1,50-0034,,0,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-91-3000,Product,OR-BS-232-FKM O-Ring,,,1.01- Long Block - 1162 PI V1.1,91-3000,,21.54,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0300,Product,Spark plug - BPR7ES,,,1.01- Long Block - 1162 PI V1.1,30-0300,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0231,Product,Power Valve 1162 Front Assembly,,,1.01- Long Block - 1162 PI V1.1,30-0231,,49.27,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0249,Product,Power Valve 1162 Back Assembly,,,1.01- Long Block - 1162 PI V1.1,30-0249,,49.27,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0063,Product,Cylinder Power Valve Gasket,,,1.01- Long Block - 1162 PI V1.1,30-0063,,11.80,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0128,Product,Intake Manifold - V Force,,,1.01- Long Block - 1162 PI V1.1,30-0128,,38.19,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0162,Product,Intake Manifold TMAP - V Force,,,1.01- Long Block - 1162 PI V1.1,30-0162,,38.19,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0220,Product,VForce3R Reed Valve - Machined V2,,,1.01- Long Block - 1162 PI V1.1,40-0220,,0,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-30-0059,Product,Cylinder Intake Gasket,,,1.01- Long Block - 1162 PI V1.1,30-0059,,19.94,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0315,Product,Sensor - TMAP,,,1.01- Long Block - 1162 PI V1.1,70-0315,,57.27,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0217,Product,Fuel Rail V2 Assembly,,,1.01- Long Block - 1162 PI V1.1,40-0217,,0,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0221,Product,Fuel Injector - Bosch 980cc,,,1.01- Long Block - 1162 PI V1.1,40-0221,,0,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0106,Product,Fuel Rail Mount,,,1.01- Long Block - 1162 PI V1.1,40-0106,,5.63,,,,,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-5013,Product,D-M03-12 Dowel Ø3 x 12mm,,,1.01- Long Block - 1162 PI V1.1,90-5013,,1.35,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0227,Product,Throttle Body 40IC - Assembly,,,1.01- Long Block - 1162 PI V1.1,40-0227,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0041,Product,Throttle Cable Holder,,,1.01- Long Block - 1162 PI V1.1,40-0041,,43.56,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0044,Product,Intake Carb Gasket,,,1.01- Long Block - 1162 PI V1.1,40-0044,,14.64,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0050,Product,Airbox Billet,,,1.01- Long Block - 1162 PI V1.1,40-0050,,0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-40-0043,Product,Carb Airbox Gasket,,,1.01- Long Block - 1162 PI V1.1,40-0043,,10.48,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0013,Product,CH-M05-16-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0013,,5.20,,,,,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0057,Product,CH-M06-12-316 Screw - Socket Cap Screw,,,1.01- Long Block - 1162 PI V1.1,90-0057,,0,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0024,Product,CH-M06-16-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0024,,5.20,,,,,7690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0025,Product,CH-M06-20-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0025,,5.20,,,,,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0027,Product,CH-M06-25-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0027,,5.20,,,,,6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0028,Product,CH-M06-30-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0028,,5.20,,,,,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0054,Product,CH-M08-16-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0054,,6.50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0033,Product,CH-M08-25-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0033,,6.50,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0034,Product,CH-M08-50-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0034,,6.50,,,,,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0069,Product,CH-M08-90-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0069,,6.50,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-4001,Product,M8x1.25x25 Manifold Bolt - Flange Hex Head,,,1.01- Long Block - 1162 PI V1.1,90-4001,,20.70,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0067,Product,CH-M10x1.25-40-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0067,,6.50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-0051,Product,CH-M10x1.25-90-316 Screw - Socket Cap Head,,,1.01- Long Block - 1162 PI V1.1,90-0051,,6.50,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-5017,Product,GH-M06-35-316 Grub Screw M6 x 35mm Stainless 316,,,1.01- Long Block - 1162 PI V1.1,90-5017,,0.99,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-9034,Product,W-M05-S-316 M5 Spring Washer 316 Stainless,,,1.01- Long Block - 1162 PI V1.1,90-9034,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-9004,Product,W-M06-12-316 Washer,,,1.01- Long Block - 1162 PI V1.1,90-9004,,0.25,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-9008,Product,W-M08-16-316 Washer,,,1.01- Long Block - 1162 PI V1.1,90-9008,,0.44,,,,,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-9033,Product,W-M08-13-D-316 Dowty Washer 316 Stainless,,,1.01- Long Block - 1162 PI V1.1,90-9033,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-9009,Product,W-M10-18-316 Washer (Krash),,,1.01- Long Block - 1162 PI V1.1,90-9009,,0.81,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-90-8005,Product,N-M06-N-316 Nut M6 Nylock Steel,,,1.01- Long Block - 1162 PI V1.1,90-8005,,0.75,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0455,Product,Loom - PFI - Engine - 2022 Australia - Single Injection,,,1.01- Long Block - 1162 PI V1.1,70-0455,,0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0407,Product,Loom - PFI - Regulator - Assembly,,,1.01- Long Block - 1162 PI V1.1,70-0407,,12.55,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-95-0198,Product,P-Clip - 12mm ID,,,1.01- Long Block - 1162 PI V1.1,95-0198,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-95-0197,Product,P-Clip - 6mm ID,,,1.01- Long Block - 1162 PI V1.1,95-0197,,0,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0414,Product,Loom - 25mm2 Battery Cable - Black - 550mm,,,1.01- Long Block - 1162 PI V1.1,70-0414,,0,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0415,Product,Loom - 6mm2 Battery Cable - Black - 450mm,,,1.01- Long Block - 1162 PI V1.1,70-0415,,0,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0412,Product,Loom - 25mm2 Battery Cable - Red - 500mm,,,1.01- Long Block - 1162 PI V1.1,70-0412,,0,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01-70-0122,Product,Starter Cable Boot,,,1.01- Long Block - 1162 PI V1.1,70-0122,,5.16,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0152,Product,Bottom Case - PI,,,1.02 - Bottom End - 1162 PI V1.1,30-0152,,399.57,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0265,Product,Top Case - 1162 - V2,,,1.02 - Bottom End - 1162 PI V1.1,30-0265,,367.65,,,,,Out of Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0069-1,Product,CH-M08-90-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0069,,6.50,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-9008-1,Product,W-M08-16-316 Washer,,,1.02 - Bottom End - 1162 PI V1.1,90-9008,,0.44,,,,,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-5010,Product,D-M03-08 Dowel Ø3 x 8mm,,,1.02 - Bottom End - 1162 PI V1.1,90-5010,,1.65,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-5009,Product,D-M04-06 Dowel Ø4 x 6mm,,,1.02 - Bottom End - 1162 PI V1.1,90-5009,,1.52,,,,,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-5008,Product,D-M06-12 Dowel Ø6 x 12mm,,,1.02 - Bottom End - 1162 PI V1.1,90-5008,,2.59,,,,,7877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0136,Product,03 - Crank Assy V3,,,1.02 - Bottom End - 1162 PI V1.1,30-0136,,1685.13,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0091,Product,Woodruff Key,,,1.02 - Bottom End - 1162 PI V1.1,30-0091,,4.11,,,,,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-91-4003,Product,Rear Seal Inner,,,1.02 - Bottom End - 1162 PI V1.1,91-4003,,9.12,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-91-4005,Product,Rear Seal Outer,,,1.02 - Bottom End - 1162 PI V1.1,91-4005,,11.36,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-91-4004,Product,Front Seal,,,1.02 - Bottom End - 1162 PI V1.1,91-4004,,32.38,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0275,Product,Flywheel V4 (36-2 Reduced OD),,,1.02 - Bottom End - 1162 PI V1.1,30-0275,,634.74,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0129,Product,Flywheel Bolt,,,1.02 - Bottom End - 1162 PI V1.1,30-0129,,7.36,,,,,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0145,Product,Front Case Assembly,,,1.02 - Bottom End - 1162 PI V1.1,30-0145,,492.70,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0025-1,Product,CH-M06-20-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0025,,5.20,,,,,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-9004-1,Product,W-M06-12-316 Washer,,,1.02 - Bottom End - 1162 PI V1.1,90-9004,,0.25,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0081,Product,Front Case Bushing,,,1.02 - Bottom End - 1162 PI V1.1,30-0081,,13.88,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0087,Product,Bendix Spacer Washer,,,1.02 - Bottom End - 1162 PI V1.1,30-0087,,1.64,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0088,Product,Bendix,,,1.02 - Bottom End - 1162 PI V1.1,30-0088,,212.94,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-70-0046,Product,Spring Bendix,,,1.02 - Bottom End - 1162 PI V1.1,70-0046,,0.29,,,,,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0090,Product,Frontcase Quad Ring,,,1.02 - Bottom End - 1162 PI V1.1,30-0090,,25.26,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-70-0446,Product,Sensor - Hall Effect Sensor,,,1.02 - Bottom End - 1162 PI V1.1,70-0446,,72.94,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0024-1,Product,CH-M06-16-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0024,,5.20,,,,,7690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-95-0174,Product,Starter Motor,,,1.02 - Bottom End - 1162 PI V1.1,95-0174,,0,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-40-0051,Product,Fuel Primer Fitting,,,1.02 - Bottom End - 1162 PI V1.1,40-0051,,11.86,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0072,Product,Pump Plate,,,1.02 - Bottom End - 1162 PI V1.1,30-0072,,21.46,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-9034-1,Product,W-M05-S-316 M5 Spring Washer 316 Stainless,,,1.02 - Bottom End - 1162 PI V1.1,90-9034,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0013-1,Product,CH-M05-16-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0013,,5.20,,,,,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0037,Product,Engine Plate Front Right,,,1.02 - Bottom End - 1162 PI V1.1,30-0037,,43.32,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0074,Product,Engine Plate Front Left,,,1.02 - Bottom End - 1162 PI V1.1,30-0074,,43.32,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0038,Product,Engine Plate Back Left,,,1.02 - Bottom End - 1162 PI V1.1,30-0038,,43.32,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-30-0039,Product,Engine Plate Back Right,,,1.02 - Bottom End - 1162 PI V1.1,30-0039,,43.32,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-9009-1,Product,W-M10-18-316 Washer (Krash),,,1.02 - Bottom End - 1162 PI V1.1,90-9009,,0.81,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0066,Product,CH-M10x1.25-60-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0066,,6.50,,,,,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-4000,Product,M6x1x10 and M6x1x15 Stud,,,1.02 - Bottom End - 1162 PI V1.1,90-4000,,16.87,,,,,3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02-90-0027-1,Product,CH-M06-25-316 Screw - Socket Cap Head,,,1.02 - Bottom End - 1162 PI V1.1,90-0027,,5.20,,,,,6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-0001,Product,Double Row Angular Contact (Koyo 83B207),As Supplied,,1.03 - Crank Assy V3,91-0001,,0,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0135,Product,Crank Web Stator V3,30-0116 (40CrNiMoA),,1.03 - Crank Assy V3,30-0135,,0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0012,Product,Crank Big Pin,30-0011 (EN36A),,1.03 - Crank Assy V3,30-0012,,0,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-0006,Product,Thrust Bearing Crank,As Supplied,,1.03 - Crank Assy V3,91-0006,,0,,,,,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0029,Product,Conrod,30-0030 (Conrod - Machining) (4140 Steel),,1.03 - Crank Assy V3,30-0029,,0,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-0005,Product,Big End Bearing,As Supplied,,1.03 - Crank Assy V3,91-0005,,0,,,,,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0007,Product,Crank Web Centre,30-0003 (40CrNiMoA),,1.03 - Crank Assy V3,30-0007,,0,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-0003,Product,Bearing Deep Groove (SKF 6207 C3),As Supplied,,1.03 - Crank Assy V3,91-0003,,0,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-4000,Product,Centre Seal,As Supplied,,1.03 - Crank Assy V3,91-4000,,0,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0014,Product,Crank Centre Shaft,30-0013 (4140 Steel),,1.03 - Crank Assy V3,30-0014,,0,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-30-0010,Product,Crank Web Back,30-0002 (40CrNiMoA),,1.03 - Crank Assy V3,30-0010,,0,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03-91-0002,Product,Bearing With Snap Ring (SKF 6307 NR-C3),As Supplied,,1.03 - Crank Assy V3,91-0002,,0,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0213,Product,Flywheel V4 - Ring Gear,4140 Steel,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0213,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0274,Product,Flywheel V4 - Trigger Wheel (36-2 Reduced OD),Mild Steel,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0274,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0209,Product,Flywheel V4 - Steel Taper,4140 Steel,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0209,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0214,Product,Flywheel V4 - Magnet (North),Neodymium Magnet,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0214,,0,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0222,Product,Flywheel V4 - Magnet (South),Neodymium Magnet,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0222,,0,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-90-2017,Product,BH-M06-16-BLK Screw - Socket Button Head M6 x 16mm Steel,ANSI 4762 Steel,,1.04 - Flywheel V4 (36-2 Reduced OD),90-2017,,0,,,,,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0210,Product,Flywheel V4 - Aluminium Housing,Aluminium 6061-T6,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0210,,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04-30-0218,Product,Flywheel V4 - Magnet Cover (Tube),Aluminium 6061-T6,,1.04 - Flywheel V4 (36-2 Reduced OD),30-0218,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05-30-0034,Product,Front Case,30-0093 (Aluminium ADC12 (A383)),,1.05 - Front Case Assembly,30-0034,,338.08,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05-70-0068,Product,Stator,See BOM,,1.05 - Front Case Assembly,70-0068,,233.32,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05-90-0002,Product,M6 x 30 Cheese Head Custom,316 Stainless Steel,,1.05 - Front Case Assembly,90-0002,,7.36,,,,,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05-90-2019,Product,"BH-M06-8-316 Screw - Socket Button 
Head M6 x 8 Stainless",316 Stainless Steel,,1.05 - Front Case Assembly,90-2019,,0,,,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05-30-0256,Product,Stator Loom Holder Bracket,304 Stainless Steel  x 2 mm,,1.05 - Front Case Assembly,30-0256,,0,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
